customer_unique_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,cluster,segment_name,business_label,vp_marketing_read,recommended_action
col_unique_000157,231,1,510400.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000158,429,1,242300.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000164,223,1,496600.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000166,560,2,331200.0,1,4,2,142,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000167,562,1,212400.0,1,1,2,112,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000169,78,3,1043500.0,4,4,4,444,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000170,691,1,106400.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000173,279,1,351500.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000174,276,2,561300.0,3,4,3,343,3,segmento_3,Activos con potencial,"Clientes recientes con buen gasto relativo, listos para aumentar frecuencia o ticket.","Impulsar segunda compra, bundles, recomendaciones y comunicaciones por afinidad de categoria."
col_unique_000177,517,1,173400.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000178,502,1,118800.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000180,309,1,1154500.0,3,1,4,314,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000181,585,1,161300.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000182,413,1,176400.0,2,1,2,212,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000183,492,2,566700.0,2,4,3,243,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000184,545,1,142400.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000185,177,1,390600.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000186,367,1,383400.0,3,1,3,313,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000188,485,1,76500.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000189,440,1,92900.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000190,489,1,464800.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000191,520,1,96600.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000194,220,1,157500.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000195,635,1,157800.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000196,228,1,186800.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000197,244,1,305500.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000198,286,1,219200.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000199,198,1,127900.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000200,16,1,66600.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000201,236,1,1063800.0,4,1,4,414,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000202,157,1,262700.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000203,667,1,88100.0,1,1,1,111,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000204,297,1,144200.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000205,273,1,344400.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000206,318,1,179300.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000207,513,1,128700.0,2,1,1,211,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000208,184,1,557300.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000209,519,1,246900.0,2,1,2,212,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000210,228,1,323700.0,4,1,2,412,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000211,199,1,139700.0,4,1,1,411,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000212,392,2,1512300.0,2,4,4,244,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000214,689,1,929400.0,1,1,4,114,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000215,294,1,96000.0,3,1,1,311,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000216,258,1,360600.0,3,1,2,312,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000217,552,1,286200.0,1,1,2,112,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
col_unique_000220,308,1,1029600.0,3,1,4,314,4,segmento_2,Alto valor en riesgo,"Compraron bien, pero llevan mas tiempo sin volver. Hay valor historico que puede perderse.","Campanas win-back con incentivo controlado, mensajes personalizados y recordatorios por categoria comprada."
col_unique_000223,22,6,4420300.0,4,4,4,444,1,segmento_1,VIP recientes,"Clientes de alto valor, compra reciente y mayor recurrencia relativa. Son la base de retencion premium.","Proteger margen y lealtad: beneficios selectivos, acceso anticipado, cross-sell premium y programas de fidelizacion."
col_unique_000224,394,1,99500.0,2,1,1,211,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000225,293,1,898500.0,3,1,4,314,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000226,170,1,588000.0,4,1,3,413,0,segmento_4,Base estable,Clientes con comportamiento intermedio. Funcionan como base para nutricion y experimentos comerciales.,"Automatizaciones always-on, pruebas A/B de oferta y educacion de categorias complementarias."
col_unique_000227,467,1,382100.0,2,1,3,213,2,segmento_5,Dormidos de bajo retorno,Baja frecuencia y poca recencia. Conviene no sobreinvertir hasta validar respuesta.,"Reactivacion de bajo costo, audiencias lookalike separadas y supresion gradual si no responden."
